University,Date,Student,Quote,Number,Year
New York University,12/13/2018,New York University Jewish Student (Mara),"<p>""With anti-Semitism being what it is these days, we have no one advocating for us."" <a href=""https://jewishweek.timesofisrael.com/pro-israel-nyu-students-bracing-for-next-fight/"" target=""_blank"">Read more</a></p>",757,2018
Columbia University/Barnard College,12/12/2018,Barnard College Jewish Student (Sophie),"<p>“Now, my alarm bells are going off. People say things here and there, but before this, I’ve never felt uncomfortable per se. The incident with the graffiti was the first time I was like, ‘Oh crap, this is scary.’ This happened on my campus.” <a href=""http://hwchronicle.com/the-hate-they-give/"" target=""_blank"">Read more</a></p>",756,2018
Ohio State University,12/6/2018,Ohio State University Jewish Student and Buckeyes for Israel President (Maya),"<p>“I feel safe wearing a Jewish star, participating in a sorority founded on Jewish values, celebrating Jewish holidays, learning from Jewish professors, because this incredibly dangerous [BDS] legislation failed."" <a href=""https://www.algemeiner.com/2018/12/06/ohio-state-university-student-leaders-reject-anti-israel-boycott-for-fifth-time/"" target=""_blank"">Read more</a></p>",753,2018
Ohio State University,12/6/2018,Ohio State University Jewish Student (Dani),"<p>“Anti-Zionism is antisemitism. Zionism is the Jewish people’s right to self-determination … that’s not something that can be taken from me, and how dare you try and do that. No other group of people have other individuals defining hate for them. Why are the Jewish people any different with antisemitism?” <span></span><span></span><a href=""https://www.algemeiner.com/2018/12/06/ohio-state-university-student-leaders-reject-anti-israel-boycott-for-fifth-time/"" target=""_blank"">Read more</a></p>",754,2018
Ohio State University,12/6/2018,Ohio State University Jewish student and CAMERA fellow (Sarah),"<p>""BDS is divisive, anti- Semitic, and wholly unproductive. Now, practically, what does BDS on campus mean for the Ohio State University and all Ohio State students? It means a couple things. First and foremost, it makes Jewish students feel unwelcome and disrespected on their own campus. According to <a href=""http://mellmangroup.com/wp-content/uploads/2018/10/18mem1016-f2-JEI.pdf"" target=""_blank"">this study</a> conducted by The Mellman Group and Jewish Electorate Institute, 91% of Jews support Israel. For many people, Israel is intertwined with their Jewish identity, and an attack on one feels like an attack on both. This means that when Israel is attacked, especially when it is singled out, those students also feel attacked. In a time in which we see ever increasing anti-Semitism, especially in events like the tragedy that unfolded in Pittsburgh only a few short weeks ago, Jewish students are increasingly searching for a place where they can feel safe in their identities... All in all, BDS is detrimental to students, ineffective, and has no place on our campus."" <a href=""https://cameraoncampus.org/blog/why-is-bds-bad-anyway-lessons-from-ohio-state/"" target=""_blank"">Read more</a></p>",755,2018
University of Illinois Urbana Champaign,12/5/2018,University of Illinois Urbana Champaign Jewish Student (Ian),"<p>“I’m a Jewish member and very active in the Jewish community. Seeing that [a large swastika drawing in a campus bathroom] was not only scary for myself, but I saw it as a threat on campus. It’s something that shouldn’t be ignored, especially because it’s Hanukkah.” <a href=""https://dailyillini.com/news/2018/12/05/painted-swastikas-appear-on-campus-again/"" target=""_blank"">Read more</a></p><p><br></p>",750,2018
University of Illinois Urbana Champaign,12/5/2018,University of Illinois Urbana Champaign Jewish Student and executive board member of Illini Public Affairs Committee (Elan),"<p>“We only found out about [the swastika] from reading the Daily Illini police blotter. Then, the News-Gazette and the Jewish News Service picked up the story. The University did not inform students about this. The University has not made a statement condemning this or reassuring students. In the future, the University should act more swiftly and responsibly when these incidents occur.” <a href=""https://dailyillini.com/news/2018/12/05/painted-swastikas-appear-on-campus-again/"" target=""_blank"">Read more</a></p>",751,2018
"University of Florida, Gainesville",12/4/2018,University of Florida Jewish Student (Tobie),"<p>""I was shaken on the University of Florida campus when I came across a man wearing a swastika armband. I had seen the Nazi symbol in photographs and textbooks, but never in person."" <a href=""https://www.wuft.org/news/2018/12/04/during-hanukkah-uf-student-reflects-on-antisemitism-and-family/"" target=""_blank"">Read more</a></p>",749,2018
New York University,12/4/2018,"New York University Pro-Israel Group ""Realize Israel"" Video Against BDS Resolution on Campus (Many Jewish Student Voices)","<p>""... The BDS case cannot be looked at in isolation. What's actually happening on campus is that students are being targeted and physically attacked. Just look at some of these instances of these past physical aggressions... Last year, student protesters took to violent actions. One student burned an Israeli flag, the other took a microphone from a female student... wounding her in the process. And the response from 'Jewish Voice for Peace'? ""I guess no one told 'Realize Israel' that pigs aren't kosher."" ... Our campus has become an unsafe environment for students from different backgrounds, identities and race. This isn't just happening at NYU."" <a href=""https://www.facebook.com/RealizeIsrael/videos/759063147765714/"" target=""_blank"">Read more</a></p>",752,2018
Columbia University/Barnard College,12/3/2018,Columbia University Jewish Student (Morgan),"<p>""It shouldn’t surprise anyone at this point. If you weren’t already aware, Columbia itself is a breeding ground for antisemitism... I’m disappointed as usual in the Columbia administration for never seeming to treat antisemitism with the urgency and legitimacy it deserves, and, as a result, for allowing this kind of hatred to fester on our campus. In standing idly by as professors and students spread antisemitic ideas, the administration is complicit in the normalization of this hatred and bigotry at Columbia."" <a href=""https://www.columbiaspectator.com/opinion/2018/12/03/columbia-has-always-had-an-antisemitism-problem-2/"" target=""_blank"">Read more</a></p>",748,2018
Columbia University/Barnard College,11/30/2018,Columbia University Jewish Student and SSI President (Ofir),"<p>“It has to do a lot with the environment here on campus. When I have friends coming up to me and saying their professors are teaching books called <em>The Invention of the Jews</em> and the university’s allowing that, and the university is allowing people professors like Hamid Dabashi to say that Israel is the root of all evil in the world and people like Rashid Khalidi can spread their hatred across campus, yes, I’m not surprised that something like that [swastikas spray painted in the office of a Jewish professor] happens. And I would not be surprised if these hate crimes, these antisemitic acts are even enough for the administration to learn its lesson.” <a href=""https://www.algemeiner.com/2018/11/30/jewish-students-at-columbia-university-outraged-distressed-by-antisemitic-graffiti-on-campus/"" target=""_blank"">Read more</a></p>",747,2018
New York University,11/29/2018,New York University Jewish Students (Matthew and Bobby),"<p>""Just as students were beginning to come to terms with the magnitude of the horrific attack in Pittsburgh, the Student Government Assembly is preparing a [BDS] resolution that will do little to mitigate the plight of the Palestinian people, and will only further the growing sense of fear within the Jewish community... The irony of the resolution is that It in no way mitigates the burden that decades of conflict have had on the Palestinian people and only engenders a sense of fear and uncertainty in an increasingly vulnerable Jewish community."" <a href=""https://nyunews.com/2018/11/29/opinion-sga-bds-resolution-israel-palestine-human-rights/"" target=""_blank"">Read more</a></p>",746,2018
